vernacularName	source	language	locality	countryCode	isPreferredName	taxonRemarks	taxonID
Otta-pilava							accepted_4004
Anamayakki							accepted_4004
Aanavannagi							accepted_4004
Cherumaram		mal					accepted_4022
Kattukappikkuru		mal					accepted_4022
Chrumaram							accepted_4022
Karmal							accepted_4031
Okshi		asm					accepted_4031
Kaihzawl							accepted_4031
Kawrthing-dengte							accepted_4031
Railgatcho		ori					accepted_4031
Dog Teak							accepted_4031
Five-carpelled Simpoh							accepted_4031
Nepalese Elephant Apple							accepted_4031
বন চালতা Ban Chalta		ben					accepted_4031
કરમલ Karmal		guj					accepted_4031
करमल Karmal		hin					accepted_4031
ಕಾಡು ಕಣಿಗಲು Kaadu Kanigalu		kan					accepted_4031
Dieng Soh Bar		kha					accepted_4031
लहान करमल Lahan Karmal		kok					accepted_4031
കുടപ്പുന്ന Kutapunna		mal					accepted_4031
പട്ടിപ്പുന്ന Pattippunna		mal					accepted_4031
വാഴപ്പുന്ന Vaazhappunna		mal					accepted_4031
पिवळा करमळ Piwala Karmal		mar					accepted_4031
राम फल Ram Phal							accepted_4031
तानतारी Tantari							accepted_4031
अक्षिकीफल Aksikiphal		san					accepted_4031
पुन्नाग Punnaga		san					accepted_4031
நாய்த்தேக்கு Nay-t-tekku		tam					accepted_4031
புன்னை வகை Punnai Vakai		tam					accepted_4031
చిన్న కళింగ Chinna Kalinga		tel					accepted_4031
రేవడ Revada		tel					accepted_4031
Kattupunnakai		mal					accepted_4031
Kodapunna		mal					accepted_4031
Malampunna		mal					accepted_4031
Naithekku		mal					accepted_4031
Pattipunna		mal					accepted_4031
Punna		mal					accepted_4031
Valapunna		mal					accepted_4031
Vazhapunna		mal					accepted_4031
Nai thekku							accepted_4031
Kodapunna							accepted_4031
Vazhapunna							accepted_4031
Karanbidi							accepted_4031
Sua							accepted_4031
Nai thekku							accepted_4031
Kodapunna							accepted_4031
Vazhapunna							accepted_4031
Karanbidi							accepted_4031
Sua							accepted_4031
Kattupuvam		tam					accepted_4037
Shempuvan		tam					accepted_4037
Chempoovana		mal					accepted_4037
Chempunna		mal					accepted_4037
Malampoovathi		mal					accepted_4037
Malampuvanna		mal					accepted_4037
Mulei		mal					accepted_4037
Pasakotta		mal					accepted_4037
Poripuna		mal					accepted_4037
Dragon's Eyes							accepted_4037
Ausphal							accepted_4037
Longan							accepted_4037
Lungan							accepted_4037
Dragon Eye							accepted_4037
Kanakindelienglish		kan					accepted_4037
Longan Eyeball tree		eng					accepted_4037
Longan tree		eng					accepted_4037
Chempoovam		mal					accepted_4037
Poripunna		mal					accepted_4037
Longan		eng					accepted_4037
Poovam							accepted_4037
Kaattapoovam							accepted_4037
Vaal murichaan maram							accepted_4037
Vairavan							accepted_4037
Chempoovam							accepted_4037
Chempunna							accepted_4037
Jodpakli							accepted_4055
Somolpanachai		tam					accepted_4062
Chinnathuvarai.		tam					accepted_4062
Illaccivicca		mal					accepted_4062
Kattuthovara.		mal					accepted_4062
Kunchiganamara.		kan					accepted_4062
Narrow-leaved Ebony							accepted_4069
Karunthali		tam					accepted_4073
Karuntali		tam					accepted_4073
Karu		mal					accepted_4073
Karimaram		mal					accepted_4073
Mustumbi		mal					accepted_4073
Kari Mara		kan					accepted_4073
Malabar Ebony		eng					accepted_4073
Karinthali		mal					accepted_4073
Mushtimbi		mal					accepted_4073
Nanchimaram		mal					accepted_4073
Karundali							accepted_4073
Karinthali							accepted_4073
Karu							accepted_4073
Gusvakendu		tam					accepted_4081
Karinthavarai		tam					accepted_4085
Karinthali.		tam					accepted_4085
Kari		tam					accepted_4089
Karunchathi		tam					accepted_4089
Karunthuvara		tam					accepted_4089
Kari		mal					accepted_4089
Kodal		mal					accepted_4089
Kotal		mal					accepted_4089
Terika		mal					accepted_4089
Therikka		mal					accepted_4089
Kakkakarimaram		mal					accepted_4089
Karikkodal		mal					accepted_4089
Karinthuvara		mal					accepted_4089
Makarimaram		mal					accepted_4089
Therikku		mal					accepted_4089
Karun chatthiyam							accepted_4089
Karun thuvarai							accepted_4089
Kakkakarimaram							accepted_4089
Irambali		tam					accepted_4099
Irampalai		tam					accepted_4099
Karianthov		tam					accepted_4099
Kattathovara		mal					accepted_4099
Tamil							accepted_4099
Chinna Thuvarei		tam					accepted_4099
Irumbalim Mari Thovarai		tam					accepted_4099
Kattu Thovarai		tam					accepted_4099
Elichevian		mal					accepted_4099
Elichuzhi		mal					accepted_4099
Kattuthuvara		mal					accepted_4099
Malamuringa		mal					accepted_4099
Thovarakari		mal					accepted_4099
Thovara		mal					accepted_4099
Chinnathuvarai							accepted_4099
Elichevian							accepted_4099
Elichuzhi							accepted_4099
Karimaram		tam					accepted_4110
Kare Mara		kan					accepted_4110
&nbspkari		mal					accepted_4110
Kari		mal					accepted_4110
Karimaram		mal					accepted_4110
Karimaram							accepted_4110
Kari							accepted_4110
Karimaram		mal					accepted_4115
Thumri		kan					accepted_4115
Karimaram							accepted_4115
Velleithuvarai		tam					accepted_4119
Vellathovarai		tam					accepted_4119
Katupanachi		mal					accepted_4119
Ceylon ebeny tree		eng					accepted_4119
East Indian Ebony		eng					accepted_4119
Ceylon Ebony		eng					accepted_4119
Black Sapote		eng					accepted_4119
Persimmon Ebony		eng					accepted_4119
Ebony		mal					accepted_4119
Karingali		mal					accepted_4119
Karu		mal					accepted_4119
Mushtambi		mal					accepted_4119
Vayari		mal					accepted_4119
Ebony		eng					accepted_4119
Acha Tumbi							accepted_4119
Karungali							accepted_4119
Kaarai							accepted_4119
Tumbi							accepted_4119
Vaalabattiram							accepted_4119
Velleithuvarai		tam					accepted_4124
Vellathovarai.		tam					accepted_4124
Katupanachi.		mal					accepted_4124
Vellai thuvarai							accepted_4124
Kattupanachi							accepted_4124
Meruvalam.		mal					accepted_4131
Ebony		eng					accepted_4131
Vellai thuvarai							accepted_4131
Merevalai							accepted_4131
Karu		tam					accepted_4144
Karinchora		mal					accepted_4144
Karinthuvara		mal					accepted_4144
Karimchora		mal					accepted_4144
Karu		mal					accepted_4144
Karimthuvara		mal					accepted_4144
Karu							accepted_4144
Karinchora							accepted_4144
Kalu-kadumberiya		kan					accepted_4149
Vellai Karankali		tam					accepted_4149
Karunkali		mal					accepted_4149
Karunkani							accepted_4149
Vedukkanari		mal					accepted_4153
Bastard Ebony		eng					accepted_4153
Karimaram		mal					accepted_4153
Karimpala		mal					accepted_4153
Vedi kandru							accepted_4153
Karimaram							accepted_4153
Karimbala							accepted_4153
Kari		tam					accepted_4156
Karunthuvarei		tam					accepted_4156
Ilakatta		mal					accepted_4156
Illekatta		mal					accepted_4156
Kari		mal					accepted_4156
Karivella		mal					accepted_4156
Karumaram		mal					accepted_4156
Illakatta		mal					accepted_4156
Thuvara		mal					accepted_4156
Karun thuvarai							accepted_4156
Karivella							accepted_4156
Ilaakkkatta							accepted_4156
Paniccai		tam					accepted_4164
Panicika		tam					accepted_4164
Tumbika		tam					accepted_4164
Paniccha		mal					accepted_4164
Panichi		mal					accepted_4164
Panacci		mal					accepted_4164
Panicci		mal					accepted_4164
Panitsjika		mal					accepted_4164
Vananci		mal					accepted_4164
Vananchi		mal					accepted_4164
Bandadamara		kan					accepted_4164
Holetupare		kan					accepted_4164
Kusarta		kan					accepted_4164
Gaub persimon		eng					accepted_4164
Indian persimon		eng					accepted_4164
Malabar Ebony		eng					accepted_4164
Gaub tree		eng					accepted_4164
Riber Ebony		eng					accepted_4164
Wild Mangosteen		eng					accepted_4164
Panachi		mal					accepted_4164
Panancha		mal					accepted_4164
Vananji		mal					accepted_4164
Temburni							accepted_4164
Vellaibensai maram							accepted_4164
Panickil		tam					accepted_4164
Thumbika		tam					accepted_4164
Benchu maram		tam					accepted_4164
Karimaathi		tam					accepted_4164
Panicchaa		kan					accepted_4164
Karimarlu		kan					accepted_4180
Illakkatta		mal					accepted_4180
Paikkettu		mal					accepted_4180
Ilaakkkatta							accepted_4180
Kari		mal					accepted_4187
Karimaram		mal					accepted_4190
Manjathuvara		mal					accepted_4190
Karimaram							accepted_4190
Karanjili		tam					accepted_4196
Carattannili		mal					accepted_4196
Charattaanjili		mal					accepted_4196
Charantanjili		mal					accepted_4196
Karannili		mal					accepted_4196
Karanjili		mal					accepted_4196
Arayangili		mal					accepted_4204
Kalpayin		mal					accepted_4204
Kakka		mal					accepted_4204
Karanjili		mal					accepted_4204
Vavangu		mal					accepted_4204
Vella-ayani		mal					accepted_4204
Ennai							accepted_4204
Vel ennai							accepted_4204
Karanjili							accepted_4204
Vella-ayani							accepted_4204
Virali		tam					accepted_4208
Virali		mal					accepted_4208
Krali		mal					accepted_4208
Unnatharuvi.		mal					accepted_4208
Bandare		kan					accepted_4208
Hop Bush							accepted_4208
Hopseed							accepted_4208
Hopbush							accepted_4208
Akeake							accepted_4208
Aalii							accepted_4208
Sanatta		hin					accepted_4208
विलायती मेहॆंदी Vilayti-mehdi		hin					accepted_4208
Sinatha		hin					accepted_4208
Lutchmi		mar					accepted_4208
Vrali		mal					accepted_4208
Unnataruvi		mal					accepted_4208
Bandaru		tel					accepted_4208
Pullena		tel					accepted_4208
Bandaru		kan					accepted_4208
Bandarike		kan					accepted_4208
Mohra		ori					accepted_4208
Aliar		san					accepted_4208
Rasna		san					accepted_4208
Sanatta		san					accepted_4208
Sticky Hop Bush							accepted_4208
Hopseed bush		eng					accepted_4208
Switch sorrel		eng					accepted_4208
Aattotta		mal					accepted_4208
Unnatharuvi		mal					accepted_4208
Virali							accepted_4208
Krali							accepted_4208
Manthiri chedi							accepted_4208
Viraali		tam					accepted_4208
Vilaari		tam					accepted_4208
Sanatta							accepted_4208
Bhandaru		kan					accepted_4208
Virai		tam					accepted_4217
Kona Maram		tam					accepted_4217
Kona Maram		mal					accepted_4217
Kalladamba		mal					accepted_4223
Kalladamba							accepted_4223
Malampayin		mal					accepted_4226
Putranjiva		ben					accepted_4234
जियापुन्ता		ben					accepted_4234
पितौजिया		hin					accepted_4234
जियापोथा		hin					accepted_4234
Saman		kok					accepted_4234
Poilundia		ori					accepted_4234
Sutajivah		ori					accepted_4234
Child's Amulet Tree							accepted_4234
Child-life Tree							accepted_4234
Lucky Bean Tree							accepted_4234
Officinal Drypetes							accepted_4234
Spurious Wild Olive							accepted_4234
પુત્રંજીવા Putranjiva		guj					accepted_4234
पुत्रजीव Putrajiv		hin					accepted_4234
ಮೆಣಸಿನಕಲೆ Menasinakale		kan					accepted_4234
ಪುತ್ರಮ್ಜೀವ Putramjiva		kan					accepted_4234
പുത്തിലഞ്ഞി Puththilanji		mal					accepted_4234
जीवपुत्रक Jivputrak		mar					accepted_4234
पुत्रजीवी Putrajivi		mar					accepted_4234
अपत्यम्जीवः Apatyamjivah		san					accepted_4234
पुत्रंजीवः Putranjivah		san					accepted_4234
श्लीपदमपहः Shripadamapah		san					accepted_4234
கறிப்பாலை Kari-p-palai		tam					accepted_4234
புத்திரசீவி Puttira-civi		tam					accepted_4234
కుదురు౛ువ్వి Kuduruuvvi		tel					accepted_4234
పుత్రజీవిక Putra-jivika		tel					accepted_4234
Karupala							accepted_4234
Eekoli							accepted_4234
Moola Hannu		kan					accepted_4237
Choota		mal					accepted_4237
Enikomban		mal					accepted_4237
Konamaram		mal					accepted_4237
Palakani		mal					accepted_4237
Thalakani		mal					accepted_4237
Thalakanimaram		mal					accepted_4237
Velleipuli		mal					accepted_4237
Vellakasavu							accepted_4237
Vellakasavu		mal					accepted_4242
Vellakasavu							accepted_4242
Pullipancheddi		tam					accepted_4247
Kaipanarangi		mal					accepted_4247
Potti		mal					accepted_4247
Pulippanchedi		mal					accepted_4247
Sidigolii		kan					accepted_4247
Chedubeera		kan					accepted_4247
Adusoge		kan					accepted_4247
Savattu Chedi		tam					accepted_4247
Bettada Bevu		kan					accepted_4247
Akil		mal					accepted_4247
Adanta		mal					accepted_4247
Akil							accepted_4247
Akil		mal					accepted_4258
Karakil		mal					accepted_4258
Puvil Akil		mal					accepted_4258
Puvilakil		mal					accepted_4258
Kara akil							accepted_4258
Puvil agil							accepted_4258
Vellai agil							accepted_4258
Vellaiyagil		tam					accepted_4265
Purippa		tam					accepted_4265
Akil		mal					accepted_4265
Purippa		mal					accepted_4265
Vellakil		mal					accepted_4265
Kana Mulla		mal					accepted_4265
Bili Agilu		kan					accepted_4265
White cedar		eng					accepted_4265
Akil							accepted_4265
Purippa							accepted_4265
Vellakil							accepted_4265
Vellai agil							accepted_4265
Rudraksham		tam					accepted_4282
Pungari		mal					accepted_4282
Pungeri		mal					accepted_4282
Punkara		mal					accepted_4282
Nari Bikki		kan					accepted_4282
Kal Bikki		kan					accepted_4282
Kalrudraksham		mal					accepted_4282
Shirukodala		mal					accepted_4282
Naribikki							accepted_4282
Milachiriyan							accepted_4282
Cholarudralksham		mal					accepted_4291
Rudraksham		mal					accepted_4291
Cholarudralksham							accepted_4291
Karai		tam					accepted_4293
Karamaram		tam					accepted_4293
Uttraccham		tam					accepted_4293
Avi		mal					accepted_4293
Avil		mal					accepted_4293
Karamavu		mal					accepted_4293
Perinkara		mal					accepted_4293
Perunkara		mal					accepted_4293
Rudraksham		mal					accepted_4293
Athakunge		kan					accepted_4293
Olan Karai		tam					accepted_4293
Ulang Karei		tam					accepted_4293
Nalla Kara		mal					accepted_4293
Valiya Karai		mal					accepted_4293
Beegada Mara		kan					accepted_4293
Beejada Mara		kan					accepted_4293
Malampinnai		tam					accepted_4311
Pathrachi		tam					accepted_4311
Ruthraksham.		tam					accepted_4311
Ammakkaram		mal					accepted_4311
Ammakorum		mal					accepted_4311
Badraksham		mal					accepted_4311
Kodavasi		mal					accepted_4311
Kotuvasi		mal					accepted_4311
Nacati		mal					accepted_4311
Naggara		mal					accepted_4311
Pahumban		mal					accepted_4311
Pialandi		mal					accepted_4311
Pilahi		mal					accepted_4311
Rudraksham.		mal					accepted_4311
Kadambola		kan					accepted_4311
Dandale Mara		kan					accepted_4311
Kunge Mara.		kan					accepted_4311
Adraksham		mal					accepted_4311
Ammakkara		mal					accepted_4311
Karamaram		mal					accepted_4311
Kara		mal					accepted_4311
Mukkanni		mal					accepted_4311
Navati		mal					accepted_4311
Rudraksham		mal					accepted_4311
Thodayam		mal					accepted_4311
Vellathaanni		mal					accepted_4311
Rudhratcham							accepted_4311
Kodavasi							accepted_4311
Mukkani							accepted_4311
Thodayam							accepted_4311
Vellathaani							accepted_4311
Rudhratcham							accepted_4335
Karinjikkada		tam					accepted_4339
Karinjikkada		mal					accepted_4339
Karinjikkada							accepted_4339
Pookkoli		mal					accepted_4349
Pookkoli							accepted_4349
Dhanthpatri		mal					accepted_4380
Malamkuratha.		mal					accepted_4380
Spindle Tree.		eng					accepted_4380
Dhanthapatri		mal					accepted_4380
Malamkuratha		mal					accepted_4380
Dhanthapatri							accepted_4380
Malamkuratha							accepted_4380
Malaimkuratha		tam					accepted_4385
Vini.		tam					accepted_4385
Malamkuratha		mal					accepted_4385
Huluni		kan					accepted_4395
Mukkorone		kan					accepted_4395
Arruttuvarai		mal					accepted_4395
Kooramar		mal					accepted_4395
Kattukarana		mal					accepted_4395
Kattu-theyila		mal					accepted_4395
Kattukarana							accepted_4395
Kattu-theyila							accepted_4395
Era		mal					accepted_4402
Modakam							accepted_4410
Omal							accepted_4410
Vellarimodakam							accepted_4410
Chela		mal					accepted_4416
Koyali		mal					accepted_4416
Bilibasuri		kan					accepted_4416
Bilibasari Mara		kan					accepted_4416
Ichi							accepted_4416
Kal-ichi							accepted_4416
Pimpri							accepted_4416
Chela		mal					accepted_4423
Thavittaal		mal					accepted_4423
Chela							accepted_4423
Thavittaal							accepted_4423
Koial		tam					accepted_4427
Kadaplavu		mal					accepted_4427
Kadapilavu		mal					accepted_4427
Kallalu		mal					accepted_4427
Neeruvate		kan					accepted_4427
